2026-02-22 10:23:48,071 | INFO | slixmpp.features.feature_mechanisms.mechanisms | Authentication failed: not-authorized
2026-02-22 10:24:32,202 | INFO | GridCoordinator | ACK received from powerplant@xmpp.jp: emergency_shutdown_executed
2026-02-22 10:24:32,202 | INFO | spade.behaviour | FSM transiting from MONITORING to MONITORING.
2026-02-22 10:24:32,202 | INFO | spade.behaviour | FSM running state MONITORING
2026-02-22 10:24:32,202 | INFO | GridCoordinator | State: MONITORING - waiting for event
2026-02-22 10:24:32,202 | INFO | GridCoordinator | ACK received from storageagent@xmpp.jp: emergency_mode_executed
2026-02-22 10:24:32,202 | INFO | spade.behaviour | FSM transiting from MONITORING to MONITORING.
2026-02-22 10:24:32,202 | INFO | spade.behaviour | FSM running state MONITORING
2026-02-22 10:24:32,202 | INFO | GridCoordinator | State: MONITORING - waiting for event
2026-02-22 10:24:32,202 | INFO | GridCoordinator | ACK received from consumeragent@xmpp.jp: critical_load_reduction_executed
2026-02-22 10:24:32,202 | INFO | spade.behaviour | FSM transiting from MONITORING to MONITORING.
2026-02-22 10:24:32,203 | INFO | spade.behaviour | FSM running state MONITORING
2026-02-22 10:24:32,203 | INFO | GridCoordinator | State: MONITORING - waiting for event
2026-02-22 10:24:42,204 | INFO | GridCoordinator | No event received.
2026-02-22 10:24:42,204 | INFO | spade.behaviour | FSM transiting from MONITORING to MONITORING.
2026-02-22 10:24:42,204 | INFO | spade.behaviour | FSM running state MONITORING
2026-02-22 10:24:42,204 | INFO | GridCoordinator | State: MONITORING - waiting for event
2026-02-22 10:24:52,205 | INFO | GridCoordinator | No event received.
2026-02-22 10:24:52,205 | INFO | spade.behaviour | FSM transiting from MONITORING to MONITORING.
2026-02-22 10:24:52,205 | INFO | spade.behaviour | FSM running state MONITORING
2026-02-22 10:24:52,205 | INFO | GridCoordinator | State: MONITORING - waiting for event
2026-02-22 10:25:02,213 | INFO | GridCoordinator | No event received.
2026-02-22 10:25:02,213 | INFO | spade.behaviour | FSM transiting from MONITORING to MONITORING.
2026-02-22 10:25:02,214 | INFO | spade.behaviour | FSM running state MONITORING
2026-02-22 10:25:02,214 | INFO | GridCoordinator | State: MONITORING - waiting for event
2026-02-22 10:25:12,221 | INFO | GridCoordinator | No event received.
2026-02-22 10:25:12,221 | INFO | spade.behaviour | FSM transiting from MONITORING to MONITORING.
2026-02-22 10:25:12,222 | INFO | spade.behaviour | FSM running state MONITORING
2026-02-22 10:25:12,222 | INFO | GridCoordinator | State: MONITORING - waiting for event
2026-02-22 10:25:22,229 | INFO | GridCoordinator | No event received.
2026-02-22 10:25:22,229 | INFO | spade.behaviour | FSM transiting from MONITORING to MONITORING.
2026-02-22 10:25:22,229 | INFO | spade.behaviour | FSM running state MONITORING
2026-02-22 10:25:22,230 | INFO | GridCoordinator | State: MONITORING - waiting for event
2026-02-22 10:25:26,678 | INFO | spade.behaviour | FSM running state MONITORING
2026-02-22 10:25:26,678 | INFO | GridCoordinator | State: MONITORING - waiting for event
